Id,Date Added,Council Member,Recipient Self,Recipient Dependent,Recipient Staff,Source,Date Gifted,Nature / Value,Reason,Intent
326,December 20 2018,Kevin Klein,yes,no,no,All Seniors Care Home,December 03 2018,"box with chocolate figure, 3 cookies, tiny recipe book, approximately $30",Christmas/holiday goodies from All Seniors Care Home in the ward to various councillors,retained
206,July 05 2018,Matt Allard,yes,no,no,Champlain Community Centre Volunteer Appreciation Evening,April 21 2018,Hospitality,Attended as area city Councilllor at the Champlain Community Centre Volunteer Appreciation Night,Retained
118,June 18 2018,Brian Bowman,yes,no,no,Angela Taylor - Inspire Community Outreach,April 24 2018,All Kinds of Minds book - $20,Meeting re: book,Retain
217,July 05 2018,Matt Allard,no,no,yes,Mudruckers,June 30 2018,Donuts,We had a meeting with mudruckers and they provided some donuts for the meeting,Retained
215,July 05 2018,Matt Allard,yes,no,no,Niakwa Parc Residents Association,June 10 2018,Candy,"I attended the Niakwa Park Family fun day with my kids, my kids participated in the breaking of the pinata and won some candy",Retained
18,April 03 2018,Shawn Dobson,yes,no,no,Assiniboine Memorial Curling Club,March 28 2018,"Beef wellington, salad and veggies",Attended in support of the Past President's Supper for the club and was also there to answer questions from those who attended.,Consumed
178,June 28 2018,Brian Bowman,yes,no,no,Kevin Chief - WASAC,June 08 2018,Run with the Chiefs shirt - $20,Greetings and participation in run,Retain
241,October 31 2018,Brian Bowman,yes,no,yes,Folklorama,August 05 2018,VIP pass package and 2 bus tour passes - $555.80,Protocol - toured all pavilions,Retain
189,June 28 2018,Brian Bowman,yes,no,no,David Pensato - Exchange District Biz,June 22 2018,Miss Brown's Lunch - $15,Lunch provided during Brown Bag Bocce kickoff,Retain
222,July 16 2018,Janice Lukes,yes,no,no,Folklorama,July 11 2018,Complimentary VIP Tickets (1+ guest) to each Folklorama Pavillion,celebrate our diversity and help promote cultural understanding,Retained
238,October 31 2018,Brian Bowman,yes,no,no,Dean Davis,August 01 2018,Jig Lesson - $75,Protocol,Retain
121,June 18 2018,Brian Bowman,yes,no,yes,Jody Zarn - Laps 4 Life,April 28 2018,Bracelet X 2 - $50,Courtesy Gift,Retain
92,May 24 2018,John Orlikow,yes,no,no,Jeffrey Skinner,May 23 2018,Coffee & salad - 15.00,Lunch meeting,retained
258,October 31 2018,Brian Bowman,yes,no,yes,World Trade Centre Winnipeg,October 15 2018,Small Business Luncheon - $100,Event attendance - protocol and speaking,Retain
74,May 08 2018,Matt Allard,yes,no,no,CUPE,April 21 2018,Coffee,Beverage consumed during CUPE Political Action Committee,N/A
166,June 25 2018,Mike Pagtakhan,yes,no,no,Winnipeg Chinese Cultural Community Centre,May 22 2018,Lunch,meeting with members of Winnipeg Chinese Cultural Community Centre,attended lunch
15,March 28 2018,Shawn Dobson,yes,no,no,Canadian Cancer Society,March 19 2018,"Daffodils, pin",Bring awareness to Daffodil Day on April 27th (given to all Councillors),"Display in office, will wear pin"
